Document ID,Metadata,Content
d84ed740-99c6-4878-9097-19f24a8b0c43,"{'paragraph_num': '18.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The objective of this Disclosure Requirement is to enable an understanding of the key actions taken and planned to achieve the resource use and circular economy-related policy objectives and targets .
b43f03b9-f829-41a2-ae64-83ef0f6894d4,"{'paragraph_num': '19.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The description of the resource use and circular economy-related actions and resources allocated shall follow the principles defined in ESRS 2 MDR-A Actions and resources in relation to material sustainability matters.
44879aa4-7578-4ecd-97db-9eefc313be5e,"{'paragraph_num': '20.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","In addition to ESRS 2 MDR-A, the undertaking may specify whether and how an action and resources cover: (a) higher levels  of resource efficiency in use of technical and biological materials and  water, particularly in relation to critical raw materials and rare  earths as listed in the Raw Materials Information System; (b) higher rates of use of secondary raw materials (recyclates); (c) application of circular design, leading to increased product durability and optimisation of use, and higher rates of: Reuse, Repair, Refurbishing, Remanufacture, Repurposing and Recycling. (d) application of circular business practices such as (i) value retention actions (maintenance, repair,  refurbishing, remanufacturing, component harvesting, upgrading and  reverse logistics, closed loop systems, second-hand retailing), (ii)  value maximisation actions (product-service systems, collaborative and  sharing economy business models), (iii) end-of-life actions ( recycling , upcycling, extended producer responsibility), and (iv) systems efficiency actions (industrial symbiosis); (e) actions taken to prevent waste generation in the undertaking’s upstream and downstream value chain; and (f) optimistation of waste management in line with the waste hierarchy ."
4f04c11e-7161-40e6-b76d-15f44d17e7af,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",Metrics and targets
ae72450e-602f-4f93-9db7-91b6b4baa7e9,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",Disclosure Requirement E5-3 – Targets related to resource use and circular economy
8d11d16c-ea17-4357-add1-0ccd6ae19b4a,"{'paragraph_num': '21.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose the resource use and circular economy-related targets it has set.
af3f8ef0-a6bc-45a9-95e3-cc0263e003de,"{'paragraph_num': '22.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The objective of this Disclosure Requirement is to enable an understanding of the targets the undertaking has adopted to support its resource use and circular economy policy and to address its material impacts, risks and opportunities."
d80d70ae-06c4-4e7f-adce-a7752d4e3c83,"{'paragraph_num': '23.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The description of the targets shall contain the information requirements defined in ESRS 2 MDR-T Tracking effectiveness of policies and actions through targets .
529b22ba-4824-482f-9e4c-7508ae75be0e,"{'paragraph_num': '24.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The disclosure required by paragraph 21 shall indicate whether and how the undertaking’s targets relate to resource inflows and resource outflows , including waste and products and materials, and, more specifically to: (a) the increase of circular product design (including for instance design for durability , dismantling, reparability, recyclability etc); (b) the increase of circular material use rate ; (c) the minimisation of primary raw material; (d) sustainable sourcing and use (in line with the cascading principle) of renewable resources; (e) the waste management , including preparation for proper treatment; and (f) other matters related to resource use or circular economy."
f33d9bd1-1ae7-4beb-8565-bd392de8687f,"{'paragraph_num': '25.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The undertaking shall specify to which layer of the waste hierarchy the target relates.
adbed6d9-7ce4-4612-b4a0-50cd8b9ba818,"{'paragraph_num': '26.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","In addition to ESRS 2 MDR-T, the undertaking may specify whether ecological thresholds and entity-specific allocations were taken into consideration when setting targets . If so, the undertaking may specify: (a) the ecological thresholds identified, and the methodology used to identify such thresholds; (b) whether or not the thresholds are entity-specific and if so, how they were determined; and (c) how responsibility for respecting identified ecological thresholds is allocated in the undertaking."
866e827a-a549-47dd-ae93-8e8ff72eb5b3,"{'paragraph_num': '27.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The undertaking shall specify as part of the contextual information, whether the targets it has set and presented are mandatory (required by legislation) or voluntary."
6c16be4e-1eca-41ad-875d-baac8eef97b5,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",Disclosure Requirement E5-4 – Resource inflows
5f1f893b-4adc-46e9-8738-bd8c682a657b,"{'paragraph_num': '28.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The undertaking shall disclose information on its resource inflows related to its material impacts, risks and opportunities."
9b2f1653-260a-4ec3-911a-8470ded89a51,"{'paragraph_num': '29.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The objective of this Disclosure  Requirement is to enable an understanding of the resource use in the  undertaking’s own operations and its upstream value chain.
a3c8771f-a805-4508-b3d0-b99fb56898c3,"{'paragraph_num': '30.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The disclosure required by paragraph 28 shall include a description of its resource inflows where material: products (including packaging ) and materials (specifying critical  raw materials and rare earths), water and property, plant and equipment  used in the undertaking’s own operations and along its upstream value  chain."
8f2f6ae7-e313-44a5-9cd9-bb7e83503769,"{'paragraph_num': '31.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","When an undertaking assesses that resource  inflows is a material sustainability matter, it shall disclose the  following information about the materials used to manufacture the  undertaking’s products and services during the reporting period, in  tonnes or kilogrammes: (a) the overall total weight of products and technical and biological materials used during the reporting period; (b) the percentage  of biological materials (and biofuels used for non-energy purposes) used  to manufacture the undertaking’s products and services (including packaging ) that is sustainably  sourced, with the information on the certification scheme used and on  the application of the cascading principle; and (c) the weight in  both absolute value and percentage, of secondary reused or recycled  components, secondary intermediary products and secondary materials used  to manufacture the undertaking’s products and services (including  packaging)."
f928967b-e385-4781-9f8f-461e9c1433d5,"{'paragraph_num': '32.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The undertaking shall provide information  on the methodologies used to calculate the data. It shall specify  whether the data is sourced from direct measurement or estimations, and  disclose the key assumptions used."
22a5beac-0825-439f-8f76-7e483ef90a7b,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",Disclosure Requirement E5-5 – Resource outflows
f0df9351-e033-4111-ba3b-b36293e54bb5,"{'paragraph_num': '33.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The undertaking shall disclose information  on its resource outflows, including waste, related to its material  impacts, risks and opportunities."
9b64983f-3912-478e-b2af-ee06e9d41dfa,"{'paragraph_num': '34.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The objective of this Disclosure Requirement is to provide an understanding of: (a) how the undertaking contributes to the circular economy by i) designing products and materials in line with circular economy principles and ii) increasing or maximising the extent to which products, materials and waste processing are recirculated in practice after first use; and (b) the undertaking’s waste reduction and waste management strategy, the extent to which the undertaking knows how its pre-consumer waste is managed in its own activities."
e5ba0d70-c3b1-4f12-8851-d5ef55463a11,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",Products and materials
26ec2198-0dff-4570-ba63-40697be19568,"{'paragraph_num': '35.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The undertaking shall provide a  description of the key products and materials that come out of the  undertaking’s production process and that are designed along circular  principles, including durability , reusability, repairability, disassembly, remanufacturing, refurbishment, recycling , recirculation by the biological  cycle, or optimisation of the use of the product or material through  other circular business models."
f382ee8c-fa5f-4584-8595-f0e4eb764ea9,"{'paragraph_num': '36.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","Undertakings for which outflows are material shall disclose: (a) The expected durability of the products placed on the market by the undertaking, in relation to the industry average for each product group; (b) The reparability of products, using an established rating system, where possible; (c) The rates of recyclable content in products and their packaging ."
b1bfd457-2630-4537-b3b8-47f523ecaceb,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",Waste
4483c942-aee9-40e7-bced-bf38d1ddfa1c,"{'paragraph_num': '37.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The undertaking shall disclose the following information on its total amount of waste from its own operations, in tonnes or kilogrammes: (a) the total amount of waste generated ; (b) the total amount by weight diverted from disposal, with a breakdown between hazardous waste and non-hazardous waste and a breakdown by the following recovery operation types: i. preparation for reuse; ii. recycling ; and iii. other recovery operations. (c) the amount by  weight directed to disposal by waste treatment type and the total amount  summing all three types, with a breakdown between hazardous waste and non-hazardous waste. The waste treatment types to be disclosed are: i. incineration ; ii. landfill; and iii. other disposal operations; (d) the total amount and percentage of non-recycled waste ( 91 ) ."
61050665-b65d-43a3-94c2-47e974c5aa5b,"{'paragraph_num': '38.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","When disclosing the composition of the waste , the undertaking shall specify: (a) the waste  streams relevant to its sector or activities (e.g. tailings for the  undertaking in the mining sector, electronic waste for the undertaking  in the consumer electronics sector, or food waste for the undertaking in the agriculture or in the hospitality sector); and; (b) the materials  that are present in the waste (e.g. biomass, metals, non-metallic  minerals, plastics, textiles, critical raw materials and rare earths)."
4c31ca8d-39f6-4130-8cef-05150c8a74ee,"{'paragraph_num': '39.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The undertaking shall also disclose the total amount of hazardous waste and radioactive waste generated by  the undertaking, where radioactive waste is defined in Article 3(7)  of Council Directive 2011/70/Euratom ( 92 ) ."
97c2955d-ae09-4a32-b8bd-da2827b42cc3,"{'paragraph_num': '40.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The undertaking shall provide contextual  information on the methodologies used to calculate the data and in  particular the criteria and assumptions used to determine and classify  products designed along circular principles under paragraph 35. It shall  specify whether the data is sourced from direct measurement or  estimations; and disclose the key assumptions used.
75bfeb44-4ad5-4478-87f5-939b2d199380,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities"
2a8cb2d4-4d79-4792-aeed-0f29196d1161,"{'paragraph_num': '41.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}",The undertaking shall disclose the  anticipated financial effects of material risks and opportunities  arising from resource use and circular economy-related impacts.
b07e5441-6da4-4913-b4ed-f7862fe47f05,"{'paragraph_num': '42.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The information required by paragraph 41  is in addition the information on current financial effects on the  entity’s financial position, financial performance and cash flows for  the reporting period required under ESRS 2 SBM-3 para 48 (d). The  objective of this Disclosure Requirement is to provide an understanding  of: (a) anticipated financial effects due to material risks arising from material resource use and circular economy -related impacts and dependencies and how these risks have  or could reasonably be expected to have) a material influence on the  undertaking’s financial position, financial performance performance, and  cash flows over the short-, medium- and long-term; and (b) anticipated financial effects due to material opportunities related to resource use and circular economy."
8b480cb9-a12f-4e31-8791-eb05d7b440b3,"{'paragraph_num': '43.', 'type': 'paragraph', 'location_chapter': 'ESRS E5', 'location_section': '', 'location_subsection': ''}","The disclosure shall include: (a) a quantification of the anticipated financial effects in monetary terms before  considering resource use and circular economy-related actions, or where  not possible without undue cost or effort, qualitative information. For financial effects arising from material  opportunities, a quantification is not required if it would result in  disclosure that does not meet the qualitative characteristics of  information (see ESRS 1 Appendix B Qualitative characteristics of information ); (b) a description  of the effects considered, the impacts and dependencies to which they  relate and the time horizons in which they are likely to materialise; (c) the critical assumptions used to quantify the anticipated financial effects , as well as the sources and level of uncertainty of those assumptions."
75d51b2a-0d7c-470e-8aaa-2eff1716a3cf,"{'type': 'title_chapter', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': ''}",ESRS S1
ffc68952-7229-43ff-b399-fb82e70d6177,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': ''}",OWN WORKFORCE
54d0ba1d-3237-47ba-a478-5582538779d0,"{'title_num': 'TABLE OF CONTENTS', 'type': 'title_subsection', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
4944c208-9fff-4b75-ae74-5a8a37529b5e,"{'paragraph_num': 'Objective', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
a48f47e5-7902-4ca5-862e-e15ae27b9333,"{'paragraph_num': 'Interaction with other ESRS', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
7de291f3-3c66-4796-b94a-14521dc1ebae,"{'paragraph_num': 'Disclosure requirements', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
606515d7-e4cf-431a-b24c-061f84dc7815,"{'paragraph_num': '–', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",ESRS 2 General disclosures
67f82c95-e80d-478a-8c8f-cb0c97ff8ef2,"{'paragraph_num': 'Strategy', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
45e84873-943d-424f-9010-b3ae5d8d08b4,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement related to ESRS 2 SBM-2 – Interests and views of stakeholders
9b5132d3-e4bd-4c1b-bda9-99325380863e,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement related to  ESRS 2 SBM-3 – Material impacts, risks and opportunities and their  interaction with strategy and business model"
d3bd8857-5c51-4d33-9444-677629ff3c75,"{'paragraph_num': 'Impacts, risks and opportunities management', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
c2ed50fe-4ec4-4acd-a53f-e97ec70e1ded,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-1 – Policies related to own workforce
26274a38-9500-4d47-8bcf-52e357738549,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers’ representatives about impacts
be52e0fa-1277-4628-85bb-8ea790ff95f2,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workforce to raise concerns
6723a6dc-9909-479b-8862-bfcd9cb30c77,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement S1-4 –  Taking action on material impacts on own workforce, and approaches to  managing material risks and pursuing material opportunities related to  own workforce, and effectiveness of those actions"
cceff7bd-fa53-492d-b76e-f977b2516cad,"{'paragraph_num': 'Metrics and targets', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
556d3ff3-4999-48b4-8fce-c305d89d098b,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement S1-5 –  Targets related to managing material negative impacts, advancing  positive impacts, and managing material risks and opportunities"
43a44e17-fe7a-454e-92ac-54bae04ebc3b,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-6 – Characteristics of the undertaking’s employees
2a16d3f6-1e8c-43fa-bacb-6eecfd7ae2b0,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-7 – Characteristics of non-employees in the undertaking’s own workforce
66bbb327-afaa-4e74-abf9-43ef6a8f0e45,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-8 – Collective bargaining coverage and social dialogue
ba040e13-613a-496a-895f-2d65ab5858c9,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-9 – Diversity metrics
0e4c796d-eeb0-488b-a21d-95d2f119d1aa,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-10 – Adequate wages
5e537466-000b-4db8-b81d-d9991875b6c5,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-11 – Social protection
522d896a-28ca-4e0f-ad32-9f70f497af42,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-12– Persons with disabilities
b8c4635b-7942-426c-b1c0-84ed324bb7b5,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-13 – Training and skills development metrics
0be3dbed-3f02-44f9-9f3c-668ee175db07,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-14 – Health and safety metrics
e98f1023-c279-4e5b-8866-8eb6ed833a79,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-15 – Work-life balance metrics
dec830bf-0fb0-4489-b573-27e30550ae88,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-16 – Remuneration metrics (pay gap and total remuneration)
40eceeef-4025-459b-9ed7-8d825472ec60,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement S1-17 – Incidents, complaints and severe human rights impacts"
a8ea7ce0-82f2-43cf-8306-6771e227a2d4,"{'paragraph_num': 'Appendix A:', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Application Requirements
011041ce-9b4b-49b9-a5bb-86aa411e1945,"{'paragraph_num': '–', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Objective
7d27cb0f-1e1b-4a7c-b135-d842b947928e,"{'paragraph_num': '–', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",ESRS 2 General Disclosures
c80be200-4f84-4132-9fb6-ecd15a35c614,"{'paragraph_num': 'Strategy', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
1dba01a6-4e79-4ad4-b46b-07eb363805b9,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement related to ESRS 2 SBM-2 – Interests and views of stakeholders
ae54b2de-e833-4e4e-83d6-2b0897ae805f,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement related to  ESRS 2 SBM-3 – Material impacts, risks and opportunities and their  interaction of with strategy and business model"
b6452cf8-718e-4382-af5f-27aa53d14572,"{'paragraph_num': 'Impacts, risks and opportunities management', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
f41ab9c1-d449-4c37-a2f9-aab9dce1969d,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-1 – Policies related to own workforce
5c7b707f-c4d5-44f3-8790-257ef17a89d1,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-2 – Processes for engaging with own workforce and workers' representatives about impacts
dbdac544-ce82-4de5-97a4-82f193060e22,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-3 – Processes to remediate negative impacts and channels for own workers to raise concerns
23d704e4-549f-49bb-8463-55f7929e40b0,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement S1-4 –  Taking action on material impacts on own workforce, and approaches to managing material  risks and pursuing material opportunities related to own workforce, and  effectiveness of those actions and approaches"
7328756d-76ac-44e4-b7e6-0f355cc13db6,"{'paragraph_num': 'Metrics and targets', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",
44399151-3681-46af-8604-c0924571c9b8,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement S1-5 –  Targets related to managing material impacts, advancing positive  impacts, as well as to risks and opportunities"
44de5529-c1cb-4065-99b5-38502810e231,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-6 – Characteristics of the Undertaking’s Employees
4a30ab04-598b-42ee-a8c0-bdfe9e7cbaa9,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-7 – Characteristics of non-employees in the undertaking’s own workforce
2e99556d-3402-4042-95a8-9043e512a89d,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-8 – Collective bargaining coverage and social dialogue
f49137f9-65b4-4f05-abcd-883f1ee8a98a,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-9 – Diversity metrics
4ec96244-5d82-440e-b8a6-f5a9af18b87b,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-10 – Adequate Wages
ddcc4da1-eedb-400c-abaf-8ad59ac0f35c,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-11 – Social protection
d5557e70-1ba6-4369-b7a4-bb6035ae36c2,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-12 – Persons with disabilities
97985844-65f9-4552-9420-bf5bd9404e25,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-13 – Training and Skills Development metrics
c5bb167a-0e01-4a8d-b1c2-5433de801262,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-14 – Health and safety metrics
1dde6bfc-471a-4fc8-b60a-ede33f2215e4,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-15 – Work-life balance
9d3c979f-6be4-4e13-9e33-15b9eb2e9072,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Disclosure Requirement S1-16 – Remuneration metrics (pay gap and total remuneration)
ed004e0c-60a4-486a-8a93-e884f2a4e865,"{'paragraph_num': '—', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Disclosure Requirement S1-17 – Incidents, complaints and severe human rights impacts"
8e15f110-7dca-438c-b235-8dcd2dc87e74,"{'paragraph_num': 'Appendix A.1:', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Application Requirements for ESRS 2 related disclosures
99213c60-df65-47e0-bc1e-c538a03254b4,"{'paragraph_num': 'Appendix A.2:', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}",Application Requirements for ESRS S1-1 Policies related to own workforce
87fdd9cd-b78e-48eb-94b4-707d6de5057e,"{'paragraph_num': 'Appendix A.3:', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Application Requirements for ESRS  S1–4 Taking action on material impacts on own workforce, and approaches  to managing material risks and pursuing material opportunities related  to own workforce, and effectiveness of those actions"
3f3d9ec1-18bd-4dd6-938d-eb06a604d905,"{'paragraph_num': 'Appendix A.4:', 'type': 'paragraph', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': 'TABLE OF CONTENTS'}","Application Requirements for ESRS  S1–5 Targets related to managing material negative impacts, advancing  positive impacts, and managing material risks and opportunities"
341bad90-a4db-42eb-8f26-c8258b87880c,"{'title_num': '', 'type': 'title_subsection', 'location_chapter': 'ESRS S1', 'location_section': '', 'location_subsection': ''}",Objective
