label,content,type,location_chapter,location_section,location_subsection,location_subsection_title,pre_para_note,title_num,paragraph_num
ESRS S2 - AR 6,"Impacts on value chain workers can originate in the undertaking’s strategy or business model in a number of different ways.  For example, impacts may relate to the undertaking’s value proposition  (such as providing lowest cost products or services, or high-speed  delivery, in ways that put pressure on labour rights in the upstream and  downstream value chains), its value chain (such as relying on commodities  of unclear provenance, without visibility on impacts on workers), or  its cost structure and the revenue model (e.g. shifting inventory risk  to suppliers, with knock-on effects on the labour rights of their  workers).",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and 
their interaction with strategy and business model",,AR 6.
ESRS S2 - AR 7,"Impacts on value chain workers that originate in the strategy or the business model can also bring material risks to the undertaking. For  example, in the context of a pandemic or other severe health crisis,  undertakings that rely on contingent labour with little to no access to  sick care and health benefits may face severe operational and business  continuity risks as workers have no choice but to keep working while  sick, further exacerbating the spread of the disease and causing major supply chain breakdowns. Another example is where selling goods premised on cheapest prices for customers create operational risks as suppliers under extreme price pressure  may sub-contract production, leading to lower quality, and a longer,  less transparent, and less controllable supply chain. Reputational and  business opportunity risks linked to the exploitation of low-skilled,  low-paid workers in sourcing geographies with minimal protections for  them are also increasing with media backlash and consumer preferences moving to more ethically sourced or sustainable goods.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and 
their interaction with strategy and business model",,AR 7.
ESRS S2 - AR 8,"Examples of particular characteristics of value chain workers that may be considered by the  undertaking when responding to paragraph 12 relate to young workers that  may be more susceptible to impacts on their physical and mental  development, or women workers in a context where women are routinely  discriminated against in the terms and conditions of work, or migrant  workers in a context where the market for the supply of labour is poorly  regulated and workers are routinely charged recruitment fees. For some  workers, the inherent nature of the activity that they are required to  undertake may put them at risk (e.g., workers required to handle  chemicals or operate certain equipment or low paid workers who are on  “zero hours” contracts).",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and 
their interaction with strategy and business model",,AR 8.
ESRS S2 - AR 9,"With regard to paragraph 13, material risks could also arise because of the undertaking’s dependency on value chain workers where low likelihood but high impact events may trigger financial effects; for example, where a global  pandemic leads to severe health impacts on workers at all stages of the  value chain resulting in major disruptions to production and  distribution. Other examples of risk related to the undertaking’s  dependency on value chain workers include a shortage in skilled workers  or political decisions or legislation affecting value chain workers  working for logistics providers. For example, if some workers in the  undertaking’s value chain are at risk of forced labour , and the undertaking is  importing products into countries where the law allows for the  confiscation of imported goods that are suspected of being made with  forced labour.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and 
their interaction with strategy and business model",,AR 9.
"ESRS S2()()(-Impact, risk and opportunity management)","Impact, risk and opportunity management",pre_para_note,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,,
ESRS S2()()(-Disclosure Requirement S2-1 – Policies related to value chain workers),Disclosure Requirement S2-1 – Policies related to value chain workers,pre_para_note,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,,
ESRS S2 - AR 10,"If the policies are limited to the undertaking’s own workforce and do not cover workers in  upstream and downstream entities and relationships, they shall be  disclosed under ESRS S1 and not in relation to this requirement.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-1 – Policies related to value chain workers,,AR 10.
ESRS S2 - AR 11,"If the disclosures under ESRS S1  include information relevant for workers in the value chain, a reference  to this can be made here; disclosures on the remaining elements shall  then be fulfilled under this Disclosure Requirement.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-1 – Policies related to value chain workers,,AR 11.
ESRS S2 - AR 12,"The undertaking may disclose  explanations of significant changes to the policies adopted during the  reporting year (e.g., new expectations for suppliers , new or additional approaches to due diligence and remedy).",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-1 – Policies related to value chain workers,,AR 12.
ESRS S2 - AR 13,"The policy may take the form of a stand-alone policy regarding value chain workers or be included in a  broader document such as a code of ethics or a general sustainability  policy that has already been disclosed by the undertaking as part of  another ESRS. In those cases, the undertaking shall provide an accurate  cross-reference to identify the aspects of the policy that satisfy the  requirements of this Disclosure Requirement.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-1 – Policies related to value chain workers,,AR 13.
ESRS S2 - AR 14,"When disclosing the alignment of its  policies with the UN Guiding Principles on Business and Human Rights,  the undertaking shall consider that the Guiding Principles refer to the  International Bill of Rights, which consist of the Universal Declaration  of Human Rights and the two Covenants that implement it, as well as the  International Labour Organisation’s Declaration on Fundamental Rights  and Principles at Work and the core conventions that underpin it, and  may disclose its alignment with these instruments.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-1 – Policies related to value chain workers,,AR 14.
ESRS S2 - AR 15,"When disclosing how external-facing  policies are embedded, the undertaking may, for example, consider  internal policies of responsible sourcing, and alignment with other  policies relevant to value chain workers, for example, regarding forced labour . With regard to supplier codes of conduct that the  undertaking may have, the summary shall indicate whether they include  provisions addressing the safety of workers, precarious work (for  example, the use of workers on short-term or limited hours contracts,  workers employed via third parties, sub-contracting to third parties or  use of informal workers), human trafficking, the use of forced labour or child labour , and whether such provisions are fully in line with applicable ILO standards.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-1 – Policies related to value chain workers,,AR 15.
ESRS S2 - AR 16,"The undertaking may provide an  illustration of the types of communication of its policies to those  individuals, group of individuals or entities for whom they are  relevant, either because they are expected to implement them (for  example, the undertaking’s employees , contractors and suppliers ), or because they have a direct  interest in their implementation (for example, own workers, investors).  It may disclose communication tools and channels (for example, flyers,  newsletters, dedicated websites, social media, face to face  interactions, workers’ representatives), aimed at ensuring that the policy is accessible and that  different audiences understand its implications. The undertaking may  also explain how it identifies and removes potential barriers for  dissemination, such as through translation into relevant languages or  the use of graphic depictions.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-1 – Policies related to value chain workers,,AR 16.
ESRS S2()()(-Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts),Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,pre_para_note,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,,
ESRS S2 - AR 17,"When describing which function or  role has operational responsibility for such engagement and/or  ultimate accountability, the undertaking may disclose whether this is a  dedicated role or function or part of a broader role or function, and  whether any capacity building activities have been offered to support  the staff to undertake engagement. If it cannot identify such a position  or function, it may state that this is the case. This disclosure could  also be fulfilled by making reference to information disclosed according  to ESRS 2 GOV-1 The role of the administrative, management and supervisory bodies .",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,,AR 17.
ESRS S2 - AR 18,"When preparing the disclosures described in paragraph 22 b) and c), the following illustrations may be considered: (a) examples  of stages at which engagement occurs are i) determining the approach to  mitigation and ii) evaluation the effectiveness of mitigation; (b) for type of engagement, these could be participation, consultation and/or information; (c) for the  frequency of the engagement, information may be provided on whether  engagement occurs on a regular basis, at certain points in a project or  business process, for example, when a new harvest season begins or a new  production line is opened, as well as whether it occurs in response to  legal requirements and/or in response to stakeholder requests and  whether the result of the engagement is being integrated into the  undertaking's decision- making processes; and (d) for the  role with operational responsibility, whether the undertaking requires  relevant staff to have certain skills, or whether it provides training or capacity building to relevant staff to undertake engagement.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,,AR 18.
ESRS S2 - AR 19,Global Framework Agreements (GFA)  serve to establish an ongoing relationship between a multinational  enterprise and a Global Union Federation to ensure that the undertaking  adheres to the same standards in every country in which it operates.,paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,,AR 19.
ESRS S2 - AR 20,"To illustrate how the perspectives of value chain workers have informed specific  decisions or activities of the undertaking, the undertaking may provide  examples from the current reporting period.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,,AR 20.
ESRS S2()()(-Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns),Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,pre_para_note,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,,
ESRS S2 - AR 21,"In fulfilling the requirements set  out by Disclosure Requirement ESRS S2-3, the undertaking may be guided  by the content of the UN Guiding Principles on Business and Human Rights  and the OECD Guidelines for Multinational Enterprises focused on remediation and grievance mechanisms.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,,AR 21.
ESRS S2 - AR 22,"Channels for raising concerns or needs include grievance mechanisms, hotlines, trade unions (where workers are unionised), dialogue processes or other means through which value chain workers or their legitimate representatives can raise concerns about  impacts or explain needs that they would like the undertaking to  address. This could include both channels provided by the undertaking  directly and channels provided by the entities where the value chain  workers are working, in addition to any other mechanisms the undertaking  may use to gain insight into the management of impacts on workers, such  as compliance audits. Where the undertaking is relying solely on  information about the existence of such channels provided by its business relationships to answer this requirement, it may state that.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,,AR 22.
ESRS S2 - AR 23,"To provide greater insight into the  information covered in Disclosure Requirement ESRS S2-3, the undertaking  may explain whether and how value chain workers that may be affected  are able to access channels at the level of the undertaking they are  employed by, or contracted to work for, in relation to each material  impact.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,,AR 23.
ESRS S2 - AR 24,"Third party mechanisms could include  those operated by the government, NGOs, industry associations and other  collaborative initiatives. The undertaking may disclose whether these  are accessible to all workers who may be potentially or actually  materially impacted by the undertaking, or individuals or organisations  acting on their behalf or who are otherwise in a position to be aware of  negative impacts.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,,AR 24.
ESRS S2 - AR 25,"In relation to the protection of  individuals that use the mechanisms against the retaliation, the  undertaking may describe whether it treats grievances confidentially and  with respect to the rights of privacy and data protection; and whether  the mechanisms allow for workers to use them anonymously (for example,  through representation by a third party).",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,,AR 25.
ESRS S2 - AR 26,"In disclosing whether and how the undertaking knows that value chain workers are aware of and trust  any of these channels, the undertaking may provide relevant and reliable  data about the effectiveness of these channels from the perspective of  value chain workers themselves. Examples of sources of information are  surveys of workers that have used such channels and their levels of  satisfaction with the process and outcomes.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,,AR 26.
ESRS S2 - AR 27,"In describing the effectiveness of channels for value chain workers to raise concerns, the  undertaking may be guided by the following questions, based on the  “effectiveness criteria for non-judicial grievance mechanisms” , as laid out in the UN Guiding  Principles on Business and Human Rights, in particular Principle 31. The  below considerations may be applied to individual channels or to a  collective system of channels: (a) do the channels hold legitimacy by providing appropriate accountability for their fair conduct and building stakeholder trust? (b) are the channels known and accessible to stakeholders ? (c) do the channels have clear and known procedures, with indicative timeframes? (d) do the channels ensure reasonable access for stakeholders to sources of information, advice and expertise? (e) do the  channels offer transparency by providing sufficient information both to  complainants and, where applicable, to meet any public interest? (f) do outcomes achieved through the channels accord with internationally recognised human rights? (g) does the  undertaking identify insights from the channels that support continuous  learning in both improving the channels and preventing future impacts? (h) does the  undertaking focus on dialogue with complainants as the means to reach  agreed solutions, rather than seeking to unilaterally determine the  outcome?",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,,AR 27.
"ESRS S2()()(-Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions)","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",pre_para_note,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,,
ESRS S2 - AR 28,"It may take time to understand  negative impacts and how the undertaking may be involved with them  through its value chain, as well as to identify appropriate responses  and put them into practice. Therefore, the undertaking shall consider: (a) its general and specific approaches to addressing material negative impacts; (b) its initiatives aimed at contributing to additional material positive impacts; (c) how far it has progressed in its efforts during the reporting period; and (d) its aims for continued improvement.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 28.
ESRS S2 - AR 29,"Appropriate action can vary  according to whether the undertaking causes or contributes to a material  impact or whether the material impact is directly linked to its own  operations, products or services through a business relationship.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 29.
ESRS S2 - AR 30,"Given that material negative impacts affecting value chain workers that have occurred  during the reporting period may also be linked to entities or operations  outside its direct control, the undertaking may disclose whether and  how it seeks to use its leverage in its business relationships to manage those impacts. This may include using commercial leverage (for example, enforcing  contractual requirements with business relationships or implementing  incentives), other forms of leverage within the relationship (such as  providing training or capacity-building on  workers’ rights to entities with which the undertaking has a business  relationships) or collaborative leverage with peers or other actors  (such as initiatives aimed at responsible recruitment or ensuring  workers receive an adequate wage ).",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 30.
ESRS S2 - AR 31,"When the undertaking discloses its participation in an industry or multi-stakeholder initiative as part of its actions to address material negative  impacts, the undertaking may disclose how the initiative, and its own  involvement, is aiming to address the material impact concerned. It may  disclose under ESRS S2-5 the relevant targets set by the initiative and progress towards them.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 31.
ESRS S2 - AR 32,"When disclosing whether and how the undertaking considers actual and potential impacts on value chain workers in decisions to terminate business relationships and whether and how it seeks to  address any negative impacts that may result from termination, the  undertaking may include examples.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 32.
ESRS S2 - AR 33,"In disclosing how it tracks the effectiveness of its actions to manage material impacts  during the reporting period, the undertaking may disclose any lessons  learned from the previous and current reporting periods.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 33.
ESRS S2 - AR 34,"Processes used to track the effectiveness of actions can include internal or  external auditing or verification, court proceedings and/or related  court decisions, impact assessments, measurement systems, stakeholder  feedback, grievance mechanisms , external performance ratings, and benchmarking.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 34.
ESRS S2 - AR 35,"Reporting on effectiveness is aimed at enabling the understanding of the links between actions taken by the undertaking and the effective management of impacts. For example, to show the effectiveness of its actions to support its suppliers with improving their working  conditions, the undertaking may disclose survey feedback from the  suppliers’ workers showing that working conditions have improved since  the time the undertaking began working with those suppliers. Additional  information that the undertaking may provide includes data showing a  decrease in the number of incidents identified through for instance, independent audits.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 35.
ESRS S2 - AR 36,"With regard to initiatives or  processes the undertaking has in place that are based on affected  workers’ needs and with regard to progress in the implementation of such  initiatives or processes, the undertaking may disclose: (a) information about whether and how value chain workers and legitimate representatives or their credible proxies play a role in decisions regarding the design and implementation of these programmes or processes; and (b) information about the intended or achieved positive outcomes for value chain workers of these initiatives or processes.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 36.
ESRS S2 - AR 37,"The undertaking may disclose whether any initiatives or processes whose primary aim is to deliver positive impacts for value chain workers are designed also to  support the achievement of one or more of the UN Sustainable Development  Goals (SDGs). For example, through a commitment to advance UN SDG 8 to  “promote sustained, inclusive and sustainable economic growth, full and  productive employment and decent work for all” the undertaking may be  providing capacity-building to smallholders in its supply chain , resulting in increases in their income; or it may be supporting training to increase the proportion of women able to take delivery jobs in its downstream value chain.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 37.
ESRS S2 - AR 38,"When disclosing the intended or achieved positive outcomes of its actions for value chain workers a distinction is to be  made between evidence of certain activities having occurred (e.g., that x  number of workers have received financial literacy training ) from evidence of actual  outcomes for workers (e.g., that x workers report that they are able to  better manage their household budgets so as to meet their savings  goals).",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 38.
ESRS S2 - AR 39,"When disclosing whether initiatives  or processes also play a role in mitigating material negative impacts,  the undertaking may e.g., consider programmes that aim to advance women  workers’ financial literacy that have resulted in more women being  promoted as well as in reports of reduced sexual harassment in the workplace.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 39.
ESRS S2 - AR 40,"When disclosing the material risks and opportunities related to the undertaking’s impacts or dependencies on value chain workers, the undertaking may consider the following: (a) risks  related to the undertaking’s impacts on value chain workers may include  the reputational or legal exposure where value chain workers are found  to be subject to forced labour or child labour ; (b) risks  related to the undertaking’s dependencies on value chain workers may  include disruption of business operations where a pandemic closes  significant parts of its supply chain or distribution network; (c) opportunities  related to the undertaking’s impacts on value chain workers may include  market differentiation and greater customer appeal from guaranteeing  decent pay and conditions for non-employee workers; and (d) opportunities related to the undertaking’s dependencies on value chain  workers might include the achievement of a future sustainable supply of a  commodity by ensuring smallholder farmers earn enough to persuade  future generations to keep farming that crop.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 40.
ESRS S2 - AR 41,"When disclosing whether dependencies turn into risks, the undertaking shall consider external developments.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 41.
ESRS S2 - AR 42,"When disclosing policies, actions and resources and targets related to the management of material risks and opportunities , in cases where risks and opportunities arise from a material impact , the undertaking may cross-reference its disclosures on policies, action and resources and targets in relation to that impact.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 42.
ESRS S2 - AR 43,The undertaking shall consider whether and how its process(es) to manage material risks related to value chain workers are integrated into its existing risk management process(es).,paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 43.
ESRS S2 - AR 44,"When disclosing the resources  allocated to the management of material impacts, the undertaking may  disclose which internal functions are involved in managing the impacts  and what types of action they take to address negative and advance  positive impacts.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-4 – Taking action on material impacts on value chain workers, and 
approaches to managing material risks and pursuing material 
opportunities related to value chain workers, and effectiveness of those
 actions",,AR 44.
ESRS S2()()(-Metrics and targets),Metrics and targets,pre_para_note,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,,
"ESRS S2()()(-Disclosure Requirement 
S2-5 – Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities)","Disclosure Requirement 
S2-5 – Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",pre_para_note,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,,
ESRS S2 - AR 45,"When disclosing information about targets in accordance with paragraph 39, the undertaking may disclose: (a) the intended outcomes to be achieved in the lives of value chain workers, being as specific as possible; (b) the stability of the targets over time in terms of definitions and methodologies to enable comparability over time; (c) the  standards or commitments on which the targets are based (for instance  codes of conduct, sourcing policies, global frameworks or industry  codes).",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-5 – Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,AR 45.
ESRS S2 - AR 46,"Targets related to material risks and opportunities may be the same as or distinct from targets related to material impacts . For example, a target to reach living wages for supply chain workers could both reduce  impacts on those workers and reduce associated risks in terms of the  quality and reliability of supply.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-5 – Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,AR 46.
ESRS S2 - AR 47,"The undertaking may also distinguish between short-, medium- and long-term targets covering the same policy commitment. For example, the undertaking may have a long-term target to achieve an 80% reduction in health and safety incidents affecting the workers of a given supplier by 2030 and a near-term target to reduce their overtime hours of delivery drivers by x% while maintaining their income by 2024.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-5 – Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,AR 47.
ESRS S2 - AR 48,"When modifying or replacing a target in the reporting period, the undertaking may explain the change by cross-referencing it to significant changes in the business model or to broader changes in the  accepted standard or legislation from which the target is derived to  provide contextual information, as per ESRS 2 BP-2 Disclosures in relation to specific circumstances.",paragraph,ESRS S2,,,"Disclosure Requirement S2-5 – 
Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities","Disclosure Requirement 
S2-5 – Targets related to managing material negative impacts, advancing 
positive impacts, and managing material risks and opportunities",,AR 48.
ESRS S3,ESRS S3,title_chapter,ESRS S3,,,,,,
ESRS S3()(),AFFECTED COMMUNITIES,title_subsection,ESRS S3,,,AFFECTED COMMUNITIES,,,
ESRS S3()(TABLE OF CONTEN),,title_subsection,ESRS S3,,TABLE OF CONTENTS,,,TABLE OF CONTENTS,
ESRS S3()(),Objective,title_subsection,ESRS S3,,,Objective,,,
